date,market_id,market,stage,channel_id,channel,channel_group,spend,impressions,new_rider_signups,ride_requests,completed_rides,incremental_rides,incremental_rides_per_100_driver_hours,roi,supply_coverage_pct,rider_repeat_rate_pct
2026-03-17,MKT-DC,Capital Core,Core,vehicle_exterior,Vehicle exterior ads,Field marketing,1352,98382,1055,608,518,319,4.63,3.909,91.0,78.0
2026-03-17,MKT-DC,Capital Core,Core,in_vehicle,In-vehicle cards,Field marketing,778,57295,724,461,345,174,2.53,2.931,91.0,78.0
2026-03-17,MKT-DC,Capital Core,Core,welcome_drip,Welcome drip,Lifecycle,47,1939,18,11,9,3,0.04,0.242,91.0,78.0
2026-03-17,MKT-DC,Capital Core,Core,winback_drip,Winback drip,Lifecycle,47,2607,10,6,4,2,0.03,-0.326,91.0,78.0
2026-03-17,MKT-BAL,Harbor Commuter,Core,paid_search,Paid search,Paid media,1912,97543,385,186,122,60,0.93,-0.315,86.0,82.0
2026-03-17,MKT-BAL,Harbor Commuter,Core,paid_social,Paid social,Paid media,1363,57470,627,362,287,189,2.91,1.995,86.0,82.0
2026-03-17,MKT-BAL,Harbor Commuter,Core,organic_social,Organic social,Organic,96,4697,14,5,3,2,0.03,-0.657,86.0,82.0
2026-03-17,MKT-BAL,Harbor Commuter,Core,driver_referral,Driver referral,Referral,171,13102,149,87,61,41,0.63,4.21,86.0,82.0
2026-03-17,MKT-BAL,Harbor Commuter,Core,rider_referral,Rider referral,Referral,351,13803,142,60,51,27,0.42,0.571,86.0,82.0
2026-03-17,MKT-BAL,Harbor Commuter,Core,vehicle_exterior,Vehicle exterior ads,Field marketing,1156,126939,523,190,145,66,1.02,0.097,86.0,82.0
2026-03-17,MKT-BAL,Harbor Commuter,Core,in_vehicle,In-vehicle cards,Field marketing,612,57795,159,94,80,41,0.63,0.19,86.0,82.0
2026-03-17,MKT-BAL,Harbor Commuter,Core,welcome_drip,Welcome drip,Lifecycle,40,2258,15,8,6,2,0.03,0.067,86.0,82.0
2026-03-17,MKT-BAL,Harbor Commuter,Core,winback_drip,Winback drip,Lifecycle,16,652,3,1,0,0,0.0,-1.0,86.0,82.0
2026-03-17,MKT-NYC,Metro Outer Boroughs,Scale,paid_search,Paid search,Paid media,1316,50652,594,326,244,168,8.41,1.278,73.0,69.0
2026-03-17,MKT-NYC,Metro Outer Boroughs,Scale,paid_social,Paid social,Paid media,706,30349,139,83,54,30,1.5,-0.294,73.0,69.0
2026-03-17,MKT-NYC,Metro Outer Boroughs,Scale,organic_social,Organic social,Organic,70,3455,19,7,5,3,0.15,-0.073,73.0,69.0
2026-03-17,MKT-NYC,Metro Outer Boroughs,Scale,driver_referral,Driver referral,Referral,233,11082,130,74,47,25,1.25,1.273,73.0,69.0
2026-03-17,MKT-NYC,Metro Outer Boroughs,Scale,rider_referral,Rider referral,Referral,77,6468,44,16,10,6,0.3,0.698,73.0,69.0
2026-03-17,MKT-NYC,Metro Outer Boroughs,Scale,vehicle_exterior,Vehicle exterior ads,Field marketing,700,46054,150,94,60,40,2.0,0.071,73.0,69.0
2026-03-17,MKT-NYC,Metro Outer Boroughs,Scale,in_vehicle,In-vehicle cards,Field marketing,644,56575,320,218,128,88,4.41,1.172,73.0,69.0
2026-03-17,MKT-NYC,Metro Outer Boroughs,Scale,welcome_drip,Welcome drip,Lifecycle,35,2145,38,25,17,8,0.4,3.016,73.0,69.0
2026-03-17,MKT-NYC,Metro Outer Boroughs,Scale,winback_drip,Winback drip,Lifecycle,32,1479,22,10,7,3,0.15,0.454,73.0,69.0
2026-03-17,MKT-MIA,South Florida Launch,Launch,paid_search,Paid search,Paid media,2655,160327,546,245,123,81,3.22,-0.35,62.0,73.0
2026-03-17,MKT-MIA,South Florida Launch,Launch,paid_social,Paid social,Paid media,2471,181980,1079,530,324,219,8.71,0.788,62.0,73.0
2026-03-17,MKT-MIA,South Florida Launch,Launch,organic_social,Organic social,Organic,43,2600,21,8,4,2,0.08,-0.015,62.0,73.0
2026-03-17,MKT-MIA,South Florida Launch,Launch,driver_referral,Driver referral,Referral,151,12871,237,83,55,35,1.39,3.455,62.0,73.0
2026-03-17,MKT-MIA,South Florida Launch,Launch,rider_referral,Rider referral,Referral,169,12283,49,19,9,5,0.2,-0.537,62.0,73.0
2026-03-17,MKT-MIA,South Florida Launch,Launch,vehicle_exterior,Vehicle exterior ads,Field marketing,1238,91246,390,163,87,40,1.59,-0.457,62.0,73.0
2026-03-17,MKT-MIA,South Florida Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,1019,67384,468,227,119,81,3.22,0.68,62.0,73.0
2026-03-17,MKT-MIA,South Florida Launch,Launch,welcome_drip,Welcome drip,Lifecycle,41,2681,41,17,9,5,0.2,0.928,62.0,73.0
2026-03-17,MKT-MIA,South Florida Launch,Launch,winback_drip,Winback drip,Lifecycle,60,5108,63,19,12,6,0.24,0.83,62.0,73.0
2026-03-17,MKT-HOU,Gulf Launch,Launch,paid_search,Paid search,Paid media,2563,128945,1428,462,273,114,5.11,-0.054,55.0,61.0
2026-03-17,MKT-HOU,Gulf Launch,Launch,paid_social,Paid social,Paid media,2815,221838,2209,876,503,322,14.42,0.951,55.0,61.0
2026-03-17,MKT-HOU,Gulf Launch,Launch,organic_social,Organic social,Organic,128,10668,77,26,12,6,0.27,-0.093,55.0,61.0
2026-03-17,MKT-HOU,Gulf Launch,Launch,driver_referral,Driver referral,Referral,239,11982,58,20,9,3,0.13,-0.76,55.0,61.0
2026-03-17,MKT-HOU,Gulf Launch,Launch,rider_referral,Rider referral,Referral,136,7611,36,16,9,5,0.22,-0.312,55.0,61.0
2026-03-17,MKT-HOU,Gulf Launch,Launch,vehicle_exterior,Vehicle exterior ads,Field marketing,737,77128,694,207,92,38,1.7,-0.116,55.0,61.0
2026-03-17,MKT-HOU,Gulf Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,367,27952,290,92,51,20,0.9,0.096,55.0,61.0
2026-03-17,MKT-HOU,Gulf Launch,Launch,welcome_drip,Welcome drip,Lifecycle,77,4573,74,27,12,5,0.22,0.124,55.0,61.0
2026-03-17,MKT-HOU,Gulf Launch,Launch,winback_drip,Winback drip,Lifecycle,40,2370,37,16,9,5,0.22,1.151,55.0,61.0
2026-03-17,MKT-DFW,North Texas Launch,Launch,paid_search,Paid search,Paid media,1833,120803,638,249,117,77,3.64,-0.133,52.0,64.0
2026-03-17,MKT-DFW,North Texas Launch,Launch,paid_social,Paid social,Paid media,1417,98292,1311,362,150,78,3.69,0.13,52.0,64.0
2026-03-17,MKT-DFW,North Texas Launch,Launch,organic_social,Organic social,Organic,96,5818,30,11,4,2,0.09,-0.664,52.0,64.0
2026-03-17,MKT-DFW,North Texas Launch,Launch,driver_referral,Driver referral,Referral,212,11051,160,42,19,10,0.47,0.003,52.0,64.0
2026-03-17,MKT-DFW,North Texas Launch,Launch,rider_referral,Rider referral,Referral,276,10658,186,77,36,21,0.99,0.246,52.0,64.0
2026-03-17,MKT-DFW,North Texas Launch,Launch,vehicle_exterior,Vehicle exterior ads,Field marketing,1424,155519,848,324,162,88,4.16,0.053,52.0,64.0
2026-03-17,MKT-DFW,North Texas Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,1066,90222,1335,424,241,116,5.48,1.033,52.0,64.0
2026-03-17,MKT-DFW,North Texas Launch,Launch,welcome_drip,Welcome drip,Lifecycle,27,1865,21,7,3,1,0.05,-0.235,52.0,64.0
2026-03-17,MKT-DFW,North Texas Launch,Launch,winback_drip,Winback drip,Lifecycle,55,2369,44,17,9,4,0.19,0.289,52.0,64.0
2026-03-17,MKT-ATL,Southeast Launch,Launch,paid_search,Paid search,Paid media,895,59087,691,209,84,50,2.5,0.217,49.0,58.0
2026-03-17,MKT-ATL,Southeast Launch,Launch,paid_social,Paid social,Paid media,2102,176980,2808,1155,606,336,16.82,2.302,49.0,58.0
2026-03-17,MKT-ATL,Southeast Launch,Launch,organic_social,Organic social,Organic,114,7952,51,17,7,3,0.15,-0.539,49.0,58.0
2026-03-17,MKT-ATL,Southeast Launch,Launch,driver_referral,Driver referral,Referral,388,24156,475,208,93,60,3.0,2.095,49.0,58.0
2026-03-17,MKT-ATL,Southeast Launch,Launch,rider_referral,Rider referral,Referral,465,36706,493,207,96,65,3.25,1.316,49.0,58.0
2026-03-17,MKT-ATL,Southeast Launch,Launch,vehicle_exterior,Vehicle exterior ads,Field marketing,1592,127253,589,228,112,64,3.2,-0.289,49.0,58.0
2026-03-17,MKT-ATL,Southeast Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,1051,66865,683,225,91,45,2.25,-0.179,49.0,58.0
2026-03-17,MKT-ATL,Southeast Launch,Launch,welcome_drip,Welcome drip,Lifecycle,49,2537,43,18,7,3,0.15,-0.049,49.0,58.0
2026-03-17,MKT-ATL,Southeast Launch,Launch,winback_drip,Winback drip,Lifecycle,25,1151,19,8,3,1,0.05,-0.128,49.0,58.0
2026-03-17,MKT-GSO,Triad Local,Emerging,paid_search,Paid search,Paid media,1030,68287,239,77,48,32,1.77,-0.367,66.0,77.0
2026-03-17,MKT-GSO,Triad Local,Emerging,paid_social,Paid social,Paid media,1400,106965,855,279,154,102,5.64,0.184,66.0,77.0
2026-03-17,MKT-GSO,Triad Local,Emerging,organic_social,Organic social,Organic,54,3241,24,6,3,1,0.06,-0.669,66.0,77.0
2026-03-17,MKT-GSO,Triad Local,Emerging,driver_referral,Driver referral,Referral,250,21782,300,103,60,41,2.27,2.336,66.0,77.0
2026-03-17,MKT-GSO,Triad Local,Emerging,rider_referral,Rider referral,Referral,272,17086,149,34,20,12,0.66,-0.286,66.0,77.0
2026-03-17,MKT-GSO,Triad Local,Emerging,vehicle_exterior,Vehicle exterior ads,Field marketing,460,31414,337,70,40,18,0.99,-0.368,66.0,77.0
2026-03-17,MKT-GSO,Triad Local,Emerging,in_vehicle,In-vehicle cards,Field marketing,438,42009,113,24,13,6,0.33,-0.699,66.0,77.0
2026-03-17,MKT-GSO,Triad Local,Emerging,welcome_drip,Welcome drip,Lifecycle,32,1232,17,5,2,1,0.06,-0.484,66.0,77.0
2026-03-17,MKT-GSO,Triad Local,Emerging,winback_drip,Winback drip,Lifecycle,40,2878,25,8,4,1,0.06,-0.472,66.0,77.0
2026-03-18,MKT-DC,Capital Core,Core,paid_search,Paid search,Paid media,1071,95683,567,398,268,112,1.63,0.968,91.0,78.0
2026-03-18,MKT-DC,Capital Core,Core,paid_social,Paid social,Paid media,1529,62575,359,231,198,109,1.58,0.56,91.0,78.0
2026-03-18,MKT-DC,Capital Core,Core,organic_social,Organic social,Organic,42,2322,18,8,6,2,0.03,0.02,91.0,78.0
2026-03-18,MKT-DC,Capital Core,Core,driver_referral,Driver referral,Referral,158,7324,97,38,30,15,0.22,0.742,91.0,78.0
2026-03-18,MKT-DC,Capital Core,Core,rider_referral,Rider referral,Referral,193,10228,106,62,48,25,0.36,1.484,91.0,78.0
2026-03-18,MKT-DC,Capital Core,Core,vehicle_exterior,Vehicle exterior ads,Field marketing,979,102593,728,434,307,205,2.98,2.572,91.0,78.0
2026-03-18,MKT-DC,Capital Core,Core,in_vehicle,In-vehicle cards,Field marketing,372,19753,139,89,73,45,0.65,1.593,91.0,78.0
2026-03-18,MKT-DC,Capital Core,Core,welcome_drip,Welcome drip,Lifecycle,50,2197,11,5,4,2,0.03,-0.285,91.0,78.0
2026-03-18,MKT-DC,Capital Core,Core,winback_drip,Winback drip,Lifecycle,56,3332,32,20,13,5,0.07,0.495,91.0,78.0
2026-03-18,MKT-BAL,Harbor Commuter,Core,paid_search,Paid search,Paid media,932,82360,400,176,115,59,0.91,0.11,86.0,82.0
2026-03-18,MKT-BAL,Harbor Commuter,Core,paid_social,Paid social,Paid media,1378,57045,197,109,92,61,0.94,-0.185,86.0,82.0
2026-03-18,MKT-BAL,Harbor Commuter,Core,organic_social,Organic social,Organic,84,4328,18,6,5,2,0.03,-0.6,86.0,82.0
2026-03-18,MKT-BAL,Harbor Commuter,Core,driver_referral,Driver referral,Referral,99,7338,78,36,28,12,0.19,1.618,86.0,82.0
2026-03-18,MKT-BAL,Harbor Commuter,Core,rider_referral,Rider referral,Referral,270,12428,129,76,61,28,0.43,1.155,86.0,82.0
2026-03-18,MKT-BAL,Harbor Commuter,Core,vehicle_exterior,Vehicle exterior ads,Field marketing,1379,123334,404,247,159,88,1.36,0.034,86.0,82.0
2026-03-18,MKT-BAL,Harbor Commuter,Core,in_vehicle,In-vehicle cards,Field marketing,807,80729,710,429,291,155,2.39,2.965,86.0,82.0
2026-03-18,MKT-BAL,Harbor Commuter,Core,welcome_drip,Welcome drip,Lifecycle,50,3291,31,18,12,7,0.11,1.644,86.0,82.0
2026-03-18,MKT-BAL,Harbor Commuter,Core,winback_drip,Winback drip,Lifecycle,52,2093,9,2,1,0,0.0,-1.0,86.0,82.0
2026-03-18,MKT-NYC,Metro Outer Boroughs,Scale,paid_search,Paid search,Paid media,982,89332,820,389,281,173,8.66,2.483,73.0,69.0
2026-03-18,MKT-NYC,Metro Outer Boroughs,Scale,paid_social,Paid social,Paid media,1693,85901,319,158,106,51,2.55,-0.529,73.0,69.0
2026-03-18,MKT-NYC,Metro Outer Boroughs,Scale,organic_social,Organic social,Organic,55,4949,43,26,15,6,0.3,1.191,73.0,69.0
2026-03-18,MKT-NYC,Metro Outer Boroughs,Scale,driver_referral,Driver referral,Referral,126,5138,75,33,22,12,0.6,0.996,73.0,69.0
2026-03-18,MKT-NYC,Metro Outer Boroughs,Scale,rider_referral,Rider referral,Referral,141,8318,115,47,29,12,0.6,0.786,73.0,69.0
2026-03-18,MKT-NYC,Metro Outer Boroughs,Scale,vehicle_exterior,Vehicle exterior ads,Field marketing,423,40093,269,140,108,59,2.95,1.249,73.0,69.0
2026-03-18,MKT-NYC,Metro Outer Boroughs,Scale,in_vehicle,In-vehicle cards,Field marketing,304,32125,309,187,120,51,2.55,1.895,73.0,69.0
2026-03-18,MKT-NYC,Metro Outer Boroughs,Scale,welcome_drip,Welcome drip,Lifecycle,21,1669,26,9,7,4,0.2,3.058,73.0,69.0
2026-03-18,MKT-NYC,Metro Outer Boroughs,Scale,winback_drip,Winback drip,Lifecycle,17,1487,13,8,5,2,0.1,1.447,73.0,69.0
2026-03-18,MKT-MIA,South Florida Launch,Launch,paid_search,Paid search,Paid media,1736,77083,845,385,252,115,4.57,0.132,62.0,73.0
2026-03-18,MKT-MIA,South Florida Launch,Launch,paid_social,Paid social,Paid media,2527,207318,1438,460,282,156,6.2,0.098,62.0,73.0
2026-03-18,MKT-MIA,South Florida Launch,Launch,organic_social,Organic social,Organic,119,6983,42,14,7,4,0.16,-0.388,62.0,73.0
2026-03-18,MKT-MIA,South Florida Launch,Launch,driver_referral,Driver referral,Referral,385,25833,142,46,25,16,0.64,-0.323,62.0,73.0
2026-03-18,MKT-MIA,South Florida Launch,Launch,rider_referral,Rider referral,Referral,450,37391,575,275,137,92,3.66,3.21,62.0,73.0
2026-03-18,MKT-MIA,South Florida Launch,Launch,vehicle_exterior,Vehicle exterior ads,Field marketing,1286,100069,1110,323,167,81,3.22,0.331,62.0,73.0
2026-03-18,MKT-MIA,South Florida Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,511,49028,606,214,146,95,3.78,2.222,62.0,73.0
2026-03-18,MKT-MIA,South Florida Launch,Launch,welcome_drip,Welcome drip,Lifecycle,47,3653,23,9,5,3,0.12,0.39,62.0,73.0
2026-03-18,MKT-MIA,South Florida Launch,Launch,winback_drip,Winback drip,Lifecycle,64,5748,46,18,11,6,0.24,0.887,62.0,73.0
2026-03-18,MKT-HOU,Gulf Launch,Launch,paid_search,Paid search,Paid media,2113,106590,627,268,155,69,3.09,-0.49,55.0,61.0
2026-03-18,MKT-HOU,Gulf Launch,Launch,paid_social,Paid social,Paid media,2493,196095,2359,715,425,289,12.95,0.904,55.0,61.0
2026-03-18,MKT-HOU,Gulf Launch,Launch,organic_social,Organic social,Organic,56,3216,32,11,6,3,0.13,-0.082,55.0,61.0
2026-03-18,MKT-HOU,Gulf Launch,Launch,driver_referral,Driver referral,Referral,454,30136,302,85,50,24,1.08,-0.074,55.0,61.0
2026-03-18,MKT-HOU,Gulf Launch,Launch,rider_referral,Rider referral,Referral,283,19654,193,83,43,27,1.21,1.02,55.0,61.0
2026-03-18,MKT-HOU,Gulf Launch,Launch,vehicle_exterior,Vehicle exterior ads,Field marketing,1676,144396,2035,886,424,254,11.38,2.129,55.0,61.0
2026-03-18,MKT-HOU,Gulf Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,963,103331,1565,649,303,152,6.81,1.581,55.0,61.0
2026-03-18,MKT-HOU,Gulf Launch,Launch,welcome_drip,Welcome drip,Lifecycle,31,2604,44,18,9,6,0.27,2.518,55.0,61.0
2026-03-18,MKT-HOU,Gulf Launch,Launch,winback_drip,Winback drip,Lifecycle,72,4745,53,22,12,5,0.22,0.178,55.0,61.0
2026-03-18,MKT-DFW,North Texas Launch,Launch,paid_search,Paid search,Paid media,2196,99464,1353,373,187,116,5.48,-0.122,52.0,64.0
2026-03-18,MKT-DFW,North Texas Launch,Launch,paid_social,Paid social,Paid media,1590,99969,977,367,159,95,4.49,0.122,52.0,64.0
2026-03-18,MKT-DFW,North Texas Launch,Launch,organic_social,Organic social,Organic,113,10052,108,43,21,12,0.57,1.028,52.0,64.0
2026-03-18,MKT-DFW,North Texas Launch,Launch,driver_referral,Driver referral,Referral,195,7654,36,14,6,3,0.14,-0.695,52.0,64.0
2026-03-18,MKT-DFW,North Texas Launch,Launch,rider_referral,Rider referral,Referral,463,25678,224,68,34,21,0.99,-0.284,52.0,64.0
2026-03-18,MKT-DFW,North Texas Launch,Launch,vehicle_exterior,Vehicle exterior ads,Field marketing,531,48753,521,171,89,59,2.79,0.919,52.0,64.0
2026-03-18,MKT-DFW,North Texas Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,630,57458,307,97,48,31,1.47,0.066,52.0,64.0
2026-03-18,MKT-DFW,North Texas Launch,Launch,welcome_drip,Welcome drip,Lifecycle,57,2362,36,15,6,3,0.14,-0.104,52.0,64.0
2026-03-18,MKT-DFW,North Texas Launch,Launch,winback_drip,Winback drip,Lifecycle,64,4152,31,13,7,3,0.14,-0.03,52.0,64.0
2026-03-18,MKT-ATL,Southeast Launch,Launch,paid_search,Paid search,Paid media,1274,94203,304,118,56,32,1.6,-0.569,49.0,58.0
2026-03-18,MKT-ATL,Southeast Launch,Launch,paid_social,Paid social,Paid media,2938,177157,2879,1297,621,338,16.92,0.981,49.0,58.0
2026-03-18,MKT-ATL,Southeast Launch,Launch,organic_social,Organic social,Organic,127,6697,28,11,5,2,0.1,-0.744,49.0,58.0
2026-03-18,MKT-ATL,Southeast Launch,Launch,driver_referral,Driver referral,Referral,391,25424,456,185,92,42,2.1,0.908,49.0,58.0
2026-03-18,MKT-ATL,Southeast Launch,Launch,rider_referral,Rider referral,Referral,375,20849,224,88,39,17,0.85,-0.082,49.0,58.0
2026-03-18,MKT-ATL,Southeast Launch,Launch,vehicle_exterior,Vehicle exterior ads,Field marketing,1361,77570,927,351,152,81,4.06,0.072,49.0,58.0
2026-03-18,MKT-ATL,Southeast Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,658,33764,418,157,75,44,2.2,0.328,49.0,58.0
2026-03-18,MKT-ATL,Southeast Launch,Launch,welcome_drip,Welcome drip,Lifecycle,68,3809,64,18,8,5,0.25,0.418,49.0,58.0
2026-03-18,MKT-ATL,Southeast Launch,Launch,winback_drip,Winback drip,Lifecycle,57,2836,13,4,1,0,0.0,-1.0,49.0,58.0
2026-03-18,MKT-GSO,Triad Local,Emerging,paid_search,Paid search,Paid media,528,32761,194,63,45,27,1.49,0.008,66.0,77.0
2026-03-18,MKT-GSO,Triad Local,Emerging,paid_social,Paid social,Paid media,806,62874,377,131,88,58,3.21,0.437,66.0,77.0
2026-03-18,MKT-GSO,Triad Local,Emerging,organic_social,Organic social,Organic,35,2242,14,3,2,0,0.0,-1.0,66.0,77.0
2026-03-18,MKT-GSO,Triad Local,Emerging,driver_referral,Driver referral,Referral,180,11863,118,39,24,16,0.88,0.778,66.0,77.0
2026-03-18,MKT-GSO,Triad Local,Emerging,rider_referral,Rider referral,Referral,145,13136,168,33,21,12,0.66,0.399,66.0,77.0
2026-03-18,MKT-GSO,Triad Local,Emerging,vehicle_exterior,Vehicle exterior ads,Field marketing,862,50201,478,129,71,33,1.82,-0.218,66.0,77.0
2026-03-18,MKT-GSO,Triad Local,Emerging,in_vehicle,In-vehicle cards,Field marketing,220,19914,199,73,46,20,1.11,0.779,66.0,77.0
2026-03-18,MKT-GSO,Triad Local,Emerging,welcome_drip,Welcome drip,Lifecycle,18,1143,13,4,2,1,0.06,-0.083,66.0,77.0
2026-03-18,MKT-GSO,Triad Local,Emerging,winback_drip,Winback drip,Lifecycle,37,2741,35,12,6,3,0.17,0.337,66.0,77.0
2026-03-19,MKT-DC,Capital Core,Core,paid_search,Paid search,Paid media,1051,60188,222,146,108,58,0.84,-0.01,91.0,78.0
2026-03-19,MKT-DC,Capital Core,Core,paid_social,Paid social,Paid media,984,59206,574,377,278,144,2.09,1.911,91.0,78.0
2026-03-19,MKT-DC,Capital Core,Core,organic_social,Organic social,Organic,41,3236,29,12,9,4,0.06,0.946,91.0,78.0
2026-03-19,MKT-DC,Capital Core,Core,driver_referral,Driver referral,Referral,295,22998,321,221,176,109,1.58,5.54,91.0,78.0
2026-03-19,MKT-DC,Capital Core,Core,rider_referral,Rider referral,Referral,96,6561,69,46,37,20,0.29,2.895,91.0,78.0
2026-03-19,MKT-DC,Capital Core,Core,vehicle_exterior,Vehicle exterior ads,Field marketing,689,51355,534,330,280,142,2.06,3.306,91.0,78.0
2026-03-19,MKT-DC,Capital Core,Core,in_vehicle,In-vehicle cards,Field marketing,396,24061,284,148,118,61,0.89,1.617,91.0,78.0
2026-03-19,MKT-DC,Capital Core,Core,welcome_drip,Welcome drip,Lifecycle,52,4559,27,11,9,4,0.06,0.283,91.0,78.0
2026-03-19,MKT-DC,Capital Core,Core,winback_drip,Winback drip,Lifecycle,38,1547,24,9,6,2,0.03,0.032,91.0,78.0
2026-03-19,MKT-BAL,Harbor Commuter,Core,paid_search,Paid search,Paid media,1513,128108,964,434,331,157,2.42,1.249,86.0,82.0
2026-03-19,MKT-BAL,Harbor Commuter,Core,paid_social,Paid social,Paid media,1847,123309,1201,503,325,183,2.82,0.819,86.0,82.0
2026-03-19,MKT-BAL,Harbor Commuter,Core,organic_social,Organic social,Organic,68,3336,16,7,4,2,0.03,-0.487,86.0,82.0
2026-03-19,MKT-BAL,Harbor Commuter,Core,driver_referral,Driver referral,Referral,149,7631,97,48,32,15,0.23,1.187,86.0,82.0
2026-03-19,MKT-BAL,Harbor Commuter,Core,rider_referral,Rider referral,Referral,270,12900,104,48,35,16,0.25,0.165,86.0,82.0
2026-03-19,MKT-BAL,Harbor Commuter,Core,vehicle_exterior,Vehicle exterior ads,Field marketing,992,68967,723,252,208,121,1.87,1.626,86.0,82.0
2026-03-19,MKT-BAL,Harbor Commuter,Core,in_vehicle,In-vehicle cards,Field marketing,599,50317,476,271,182,112,1.73,2.887,86.0,82.0
2026-03-19,MKT-BAL,Harbor Commuter,Core,welcome_drip,Welcome drip,Lifecycle,19,1050,8,2,1,0,0.0,-1.0,86.0,82.0
2026-03-19,MKT-BAL,Harbor Commuter,Core,winback_drip,Winback drip,Lifecycle,37,3255,21,7,5,3,0.05,0.311,86.0,82.0
2026-03-19,MKT-NYC,Metro Outer Boroughs,Scale,paid_search,Paid search,Paid media,1528,91598,436,211,159,104,5.21,0.218,73.0,69.0
2026-03-19,MKT-NYC,Metro Outer Boroughs,Scale,paid_social,Paid social,Paid media,1102,101237,473,201,148,85,4.26,0.655,73.0,69.0
2026-03-19,MKT-NYC,Metro Outer Boroughs,Scale,organic_social,Organic social,Organic,72,6077,20,11,7,3,0.15,-0.123,73.0,69.0
2026-03-19,MKT-NYC,Metro Outer Boroughs,Scale,driver_referral,Driver referral,Referral,262,20209,311,197,132,74,3.7,4.585,73.0,69.0
2026-03-19,MKT-NYC,Metro Outer Boroughs,Scale,rider_referral,Rider referral,Referral,93,6979,48,32,23,12,0.6,1.118,73.0,69.0
2026-03-19,MKT-NYC,Metro Outer Boroughs,Scale,vehicle_exterior,Vehicle exterior ads,Field marketing,735,62671,623,364,223,112,5.61,1.806,73.0,69.0
2026-03-19,MKT-NYC,Metro Outer Boroughs,Scale,in_vehicle,In-vehicle cards,Field marketing,516,33704,135,64,44,18,0.9,-0.359,73.0,69.0
2026-03-19,MKT-NYC,Metro Outer Boroughs,Scale,welcome_drip,Welcome drip,Lifecycle,32,2172,30,16,12,6,0.3,2.724,73.0,69.0
2026-03-19,MKT-NYC,Metro Outer Boroughs,Scale,winback_drip,Winback drip,Lifecycle,29,2216,30,17,12,6,0.3,3.204,73.0,69.0
2026-03-19,MKT-MIA,South Florida Launch,Launch,paid_search,Paid search,Paid media,1299,110419,1448,424,245,148,5.89,0.784,62.0,73.0
2026-03-19,MKT-MIA,South Florida Launch,Launch,paid_social,Paid social,Paid media,1947,121133,513,162,83,42,1.67,-0.632,62.0,73.0
2026-03-19,MKT-MIA,South Florida Launch,Launch,organic_social,Organic social,Organic,107,9479,43,18,11,6,0.24,-0.09,62.0,73.0
2026-03-19,MKT-MIA,South Florida Launch,Launch,driver_referral,Driver referral,Referral,260,16522,193,55,36,21,0.84,0.549,62.0,73.0
2026-03-19,MKT-MIA,South Florida Launch,Launch,rider_referral,Rider referral,Referral,407,27757,373,152,103,53,2.11,1.808,62.0,73.0
2026-03-19,MKT-MIA,South Florida Launch,Launch,vehicle_exterior,Vehicle exterior ads,Field marketing,1422,101209,718,278,186,100,3.98,0.26,62.0,73.0
2026-03-19,MKT-MIA,South Florida Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,1012,98002,726,353,195,121,4.81,1.35,62.0,73.0
2026-03-19,MKT-MIA,South Florida Launch,Launch,welcome_drip,Welcome drip,Lifecycle,53,2125,21,10,6,3,0.12,0.149,62.0,73.0
2026-03-19,MKT-MIA,South Florida Launch,Launch,winback_drip,Winback drip,Lifecycle,50,3327,21,7,4,2,0.08,-0.176,62.0,73.0
2026-03-19,MKT-HOU,Gulf Launch,Launch,paid_search,Paid search,Paid media,1049,40791,256,88,50,30,1.34,-0.383,55.0,61.0
2026-03-19,MKT-HOU,Gulf Launch,Launch,paid_social,Paid social,Paid media,2233,165778,1524,632,288,143,6.41,0.145,55.0,61.0
2026-03-19,MKT-HOU,Gulf Launch,Launch,organic_social,Organic social,Organic,131,6926,62,21,9,5,0.22,-0.331,55.0,61.0
2026-03-19,MKT-HOU,Gulf Launch,Launch,driver_referral,Driver referral,Referral,426,16719,311,121,66,44,1.97,0.859,55.0,61.0
2026-03-19,MKT-HOU,Gulf Launch,Launch,rider_referral,Rider referral,Referral,365,28437,469,191,99,40,1.79,1.181,55.0,61.0
2026-03-19,MKT-HOU,Gulf Launch,Launch,vehicle_exterior,Vehicle exterior ads,Field marketing,1016,78407,1092,359,176,96,4.3,0.921,55.0,61.0
2026-03-19,MKT-HOU,Gulf Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,361,34762,499,228,125,59,2.64,2.22,55.0,61.0
2026-03-19,MKT-HOU,Gulf Launch,Launch,welcome_drip,Welcome drip,Lifecycle,48,3563,18,4,1,0,0.0,-1.0,55.0,61.0
2026-03-19,MKT-HOU,Gulf Launch,Launch,winback_drip,Winback drip,Lifecycle,35,2921,17,4,2,0,0.0,-1.0,55.0,61.0
2026-03-19,MKT-DFW,North Texas Launch,Launch,paid_search,Paid search,Paid media,1982,163575,2190,789,340,175,8.27,0.602,52.0,64.0
